,Date,CloseBTC,CloseGold,CloseBTC_minmax_norm,CloseGold_minmax_norm,CloseBTC_z_norm,CloseGold_z_norm
157,2013-07-28,95.48571428571428,1328.38,0.0014571851207802848,0.2232055473418988,-0.5051196106393259,-0.6745251357274001
158,2013-08-04,104.88571428571429,1317.28,0.0016007867097384137,0.2116485850529954,-0.5044294432264447,-0.7263864840643312
159,2013-08-11,104.74285714285713,1299.1,0.001598604314769445,0.19272015492576464,-0.5044399320929018,-0.8113269626918442
160,2013-08-18,110.6,1344.64,0.0016880825084971548,0.24013493534348135,-0.5040098885681583,-0.5985552687041132
161,2013-08-25,120.74285714285715,1375.36,0.0018430325512939203,0.27211960935385116,-0.5032651790496999,-0.4550254830365017
162,2013-09-01,133.5,1408.3200000000004,0.0020379204220228094,0.30643649917747784,-0.5023285232750756,-0.30102998383062357
163,2013-09-08,132.55714285714285,1391.0800000000004,0.002023516615227617,0.2884867667575957,-0.5023977497936929,-0.3815786005269009
164,2013-09-15,137.55714285714285,1350.7199999999998,0.0020999004391415157,0.24646523540803345,-0.5020306394676922,-0.5701483319573997
165,2013-09-22,136.6,1327.42,0.0020852783928494265,0.22220602627907468,-0.5021009148729552,-0.6790104415295133
166,2013-09-29,137.94285714285715,1328.16,0.002105792905557731,0.22297649043166823,-0.5020023195282579,-0.6755530183070512
167,2013-10-06,135.35714285714286,1312.04,0.0020662915566194004,0.20619286591841404,-0.5021921680111325,-0.7508687782341973
168,2013-10-13,140.3857142857143,1304.1,0.002143111859527093,0.19792599379463996,-0.5018229599118406,-0.7879659949725063
169,2013-10-20,165.34285714285716,1293.7,0.002524376260605894,0.1870978489473794,-0.49999055494177463,-0.8365568078287285
170,2013-10-27,203.45714285714286,1338.94,0.0031066392383266965,0.23420027903296342,-0.49719212537100443,-0.6251867719041587
171,2013-11-03,213.02857142857144,1336.58,0.003252859701247588,0.23174312308685413,-0.4964893713183748,-0.6362131486676867
172,2013-11-10,303.1857142857143,1306.64,0.0046301691661636245,0.20057055994002884,-0.48986984769726116,-0.7760986233710817
173,2013-11-17,433.6428571428572,1278.78,0.006623132251825683,0.17156362576265535,-0.48029141484858284,-0.9062659355032334
174,2013-11-24,751.9285714285713,1258.2,0.011485508242687556,0.15013639297836456,-0.45692222038203073,-1.002419678636028
175,2013-12-01,1056.9,1242.94,0.01614448502244157,0.1342481727505571,-0.43453058826928603,-1.0737173521154475
176,2013-12-08,991.6285714285713,1231.14,0.015147348761119844,0.12196239302001134,-0.4393229513535623,-1.1288492359330848
177,2013-12-15,934.0285714285714,1243.58,0.014267407109631737,0.13491452012577299,-0.44355206230908917,-1.0707271482473728
178,2013-12-22,668.2714285714285,1222.58,0.010207497748859588,0.1130499968764966,-0.46306450057934356,-1.1688432126685924
179,2013-12-29,753.6142857142858,1208.425,0.011511260503321387,0.09831226703871057,-0.45679845175783623,-1.2349781122820378
180,2014-01-05,872.4571428571428,1214.7599999999998,0.013326794878006303,0.10490806488557541,-0.448072763752125,-1.2053797661816377
181,2014-01-12,953.0428571428572,1233.7,0.014557883880001449,0.12462778252087546,-0.44215599418364115,-1.116888420460784
182,2014-01-19,921.6571428571428,1245.18,0.014078411705319063,0.13658038856381324,-0.44446039814427923,-1.063251638577184
183,2014-01-26,956.842857142857,1252.7,0.014615935586176009,0.1444099702226017,-0.44187699033588074,-1.0281167431273
184,2014-02-02,939.4,1251.8200000000004,0.014349465160464954,0.14349374258168002,-0.44315768093029995,-1.0322282734459016
185,2014-02-09,799.4000000000003,1258.06,0.012210718090875804,0.14999062949003597,-0.4534367700583165,-1.00307378573217
186,2014-02-16,463.24285714285713,1295.92,0.00707532448939596,0.1894092414051601,-0.4781181217186593,-0.8261845381613424
187,2014-02-23,231.0142857142857,1322.9599999999996,0.003527623227840725,0.21756241800803738,-0.49516882303141835,-0.699848424735165
188,2014-03-02,453.61428571428576,1332.5,0.006928231068487482,0.22749515856985195,-0.4788250713178719,-0.6552756983266662
189,2014-03-09,640.5,1343.58,0.009783240166892108,0.2390312975032796,-0.4651035362186154,-0.6035077938606136
190,2014-03-16,617.6,1361.88,0.009433402253366453,0.2580846677633635,-0.4667849015116981,-0.5180066520078359
191,2014-03-23,575.9142857142857,1347.96,0.008796579401421437,0.2435916123524145,-0.46984555274389733,-0.5830435861384731
192,2014-03-30,508.58571428571435,1302.9,0.0077680166525465714,0.19667659246611008,-0.4747889555051568,-0.7935726272251465
193,2014-04-06,446.5142857142857,1288.2199999999998,0.006819766038529746,0.1813922495470918,-0.4793463679807927,-0.8621604284491241
194,2014-04-13,438.74285714285713,1310.1999999999996,0.006701043752217859,0.20427711721466754,-0.47991696231606223,-0.7594656143549154
195,2014-04-20,504.8285714285715,1305.925,0.007710619664862699,0.1998261249817795,-0.4750648126929801,-0.7794392417549477
196,2014-04-27,476.61428571428564,1288.8,0.0072795966584914135,0.1819961268558815,-0.4771363638182691,-0.8594505561936802
197,2014-05-04,446.0,1295.2400000000002,0.00681190941664146,0.1887012473189932,-0.4793841279000385,-0.8293616297711716
198,2014-05-11,440.18571428571437,1296.12,0.0067230859414044416,0.18961747495991493,-0.4798110247648449,-0.8252500994525698
199,2014-05-18,445.61428571428564,1296.54,0.006806016950225244,0.19005476542490052,-0.47941244783947284,-0.823287778164145
200,2014-05-25,505.95714285714286,1292.4,0.0077278605851175495,0.18574433084147188,-0.47498195064796855,-0.8426306594357562
201,2014-06-01,596.7571428571428,1263.8200000000004,0.009114990827393943,0.1559877558669808,-0.4683152271277978,-0.9761619509194907
202,2014-06-08,653.8714285714286,1247.42,0.009987512335987563,0.1389126043770694,-0.46412177831822526,-1.0527859250389207
203,2014-06-15,616.5714285714286,1264.2800000000002,0.00941768900958988,0.15646669304291713,-0.4668604213501897,-0.9740127418893124
204,2014-06-22,600.2857142857143,1289.7800000000002,0.009168895983127468,0.18301647127418133,-0.46805615212630586,-0.8548718065206888
205,2014-06-29,590.3,1319.2400000000002,0.009016346574796566,0.2136892738895948,-0.46878932389166134,-0.7172289847183494
206,2014-07-06,633.6714285714286,1447.4,0.009678921687375412,0.34712533577660715,-0.4656049040352676,-0.11844066013627949
207,2014-07-13,623.8714285714286,1482.14,0.009529209392504172,0.38329550423755293,-0.4663244402742288,0.043871343577680695
208,2014-07-20,622.1142857142858,1460.74,0.009502365934385859,0.36101451387876643,-0.4664534533316519,-0.056113598261086195
209,2014-07-27,608.9571428571427,1459.8200000000004,0.009301367357743855,0.36005663952689376,-0.46741947793235633,-0.060412016321442594
210,2014-08-03,586.742857142857,1453.48,0.008962004940069249,0.35345563584115947,-0.46905049666644466,-0.09003372338956488
211,2014-08-10,591.6571428571431,1455.36,0.009037079327001771,0.35541303125585644,-0.4686896796603183,-0.08124999952709436
212,2014-08-17,527.7857142857143,1465.44,0.008061330536375942,0.3659080024155093,-0.4733792518533145,-0.0341542886049083
213,2014-08-24,500.78571428571416,1442.8200000000004,0.007648857887240887,0.34235678737271763,-0.47536164761371774,-0.13983930656719165
214,2014-08-31,505.9857142857143,1413.5666666666666,0.007728297064111344,0.3118991594305506,-0.4749798528746771,-0.2765165417038004
215,2014-09-07,483.0,1395.48,0.007377149713604308,0.29306790496220564,-0.4766675114876341,-0.3610209489338852
